Timestamp,X,Y,Z
94.24,-0.18641724,-0.31027475,9.642389
94.26,-0.18658194,-0.30751234,9.64257
94.281,-0.18711211,-0.30271387,9.642929
94.301,-0.18752462,-0.29874724,9.642948
94.321,-0.18762948,-0.29434255,9.642887
94.341,-0.1879756,-0.28954497,9.643376
94.362,-0.18791503,-0.28680256,9.643261
94.382,-0.18879887,-0.28106883,9.643287
94.402,-0.18875146,-0.2778254,9.643176
94.423,-0.18913974,-0.27441302,9.643522
94.443,-0.18962601,-0.27103636,9.644237
94.463,-0.18999586,-0.26700523,9.6445875
94.483,-0.19010974,-0.262747,9.645308
94.504,-0.19072117,-0.25820154,9.645026
94.524,-0.19097967,-0.2531568,9.645078
94.544,-0.1907781,-0.24848507,9.644757
94.564,-0.19086273,-0.24388008,9.64513
94.585,-0.19082543,-0.2392515,9.645991
94.605,-0.1901152,-0.23452862,9.646284
94.625,-0.19038674,-0.22973152,9.646234
94.646,-0.19076535,-0.2240996,9.645982
94.666,-0.19012073,-0.2188211,9.6460495
94.686,-0.18991524,-0.21431082,9.645276
94.706,-0.18983197,-0.20922737,9.644982
94.727,-0.18988189,-0.20468414,9.643965
94.747,-0.18949041,-0.20000389,9.643242
94.767,-0.1893824,-0.19684546,9.643375
94.787,-0.18871087,-0.19391082,9.642975
94.808,-0.18839876,-0.1906822,9.642668
94.828,-0.18826729,-0.18867789,9.642663
94.849,-0.18757966,-0.18573186,9.642228
94.869,-0.18673867,-0.18418641,9.641845
94.889,-0.1865816,-0.18249395,9.642839
94.909,-0.18571064,-0.18104775,9.6427355
94.93,-0.18601805,-0.1804539,9.643711
94.95,-0.18538266,-0.17926618,9.643862
94.97,-0.18504101,-0.1786082,9.6440325
94.99,-0.18474688,-0.1781073,9.644352
95.011,-0.18428728,-0.17766906,9.644454
95.031,-0.18511106,-0.17753527,9.64581
95.051,-0.18301105,-0.1766799,9.645081
95.072,-0.18264665,-0.17576867,9.64558
95.092,-0.18211433,-0.17509778,9.644864
95.112,-0.18154253,-0.17417267,9.645303
95.132,-0.18068525,-0.17284013,9.644627
95.153,-0.18054518,-0.17127518,9.645046
95.173,-0.17927945,-0.169477,9.644231
95.193,-0.17899385,-0.16758266,9.644112
95.213,-0.178419,-0.16604508,9.643069
95.234,-0.17849989,-0.1645698,9.643405
95.254,-0.17830984,-0.16355811,9.643351
95.274,-0.17851415,-0.16294716,9.643432
95.294,-0.17829989,-0.16291054,9.64298
95.315,-0.17803681,-0.16361845,9.642643
95.335,-0.17778336,-0.1645754,9.642341
95.355,-0.1776433,-0.16638996,9.641605
95.375,-0.17781036,-0.16901751,9.64177
95.396,-0.17819086,-0.17227606,9.640837
95.416,-0.1786392,-0.1759281,9.640767
95.437,-0.17854284,-0.18099502,9.640231
95.457,-0.17876677,-0.18557596,9.640592
95.477,-0.17917138,-0.19033074,9.640997
95.497,-0.17979042,-0.19594999,9.641115
95.518,-0.17992456,-0.20156893,9.640744
95.538,-0.18059771,-0.20727058,9.641107
95.558,-0.18079807,-0.2140207,9.640242
95.578,-0.18186265,-0.21909243,9.640917
95.599,-0.18199854,-0.2271476,9.640787
95.619,-0.18278745,-0.23345748,9.6415
