,TimeStamp,TimeElapsed,Category,Acc-X,Acc-Y,Acc-Z,TimeInterval,Acc-Y-Adjusted,V-btw2,V(t),S-btw2,S(t)
2804,1595636719.565295,0.11194684505462646,Acceleration,0.046356201171875,0.0113677978515625,-1.003952026367188,5.816388130187866e-05,-0.05645985921223959,-3.232318778391278e-06,-0.010454835662350007,-6.079998183926957e-07,0.0008583925783515545
2805,1595636719.586937,0.11196848702430726,Acceleration,0.0458221435546875,0.0066986083984375,-1.005966186523438,2.164196968079679e-05,-0.05689849853515626,-1.2266490707170284e-06,-0.010456062311420725,-2.2627650997329062e-07,0.0008581663018415812
2806,1595636719.626891,0.11200844097137451,Acceleration,0.046661376953125,0.006317138671875,-1.002532958984375,3.9953947067253304e-05,-0.05864308675130209,-2.308171191300845e-06,-0.010458370482612025,-4.1780707039720553e-07,0.000857748494771184
2807,1595636719.685235,0.11206678509712219,Acceleration,0.046966552734375,0.006591796875,-1.00177001953125,5.8344125747678e-05,-0.05949045817057293,-3.446199199970422e-06,-0.010461816681811995,-6.102850152930572e-07,0.000857138209755891
2808,1595636719.706932,0.11208848214149475,Acceleration,0.0481719970703125,0.005126953125,-0.99993896484375,2.1697044372562257e-05,-0.060148417154947925,-1.2979049933106348e-06,-0.010463114586805305,-2.2700458111400248e-07,0.0008569112051747769
2809,1595636719.746686,0.11212823605537414,Acceleration,0.0481109619140625,0.0057525634765625,-0.998504638671875,3.975391387939231e-05,-0.06341827392578125,-2.456129797792391e-06,-0.010465570716603097,-4.1599857658030057e-07,0.0008564952065981966
2810,1595636719.805117,0.11218666696548461,Acceleration,0.048583984375,0.0070343017578125,-0.9983978271484376,5.84309101104713e-05,-0.06675791422526042,-3.8031565741886576e-06,-0.010469373873177286,-6.116239327465775e-07,0.0008558835826654501
2811,1595636719.826463,0.11220801305770874,Acceleration,0.047332763671875,0.00592041015625,-1.002700805664062,2.1346092224122648e-05,-0.06855234781901043,-1.4441726662336039e-06,-0.01047081804584352,-2.23495633947123e-07,0.0008556600870315029
2812,1595636719.866389,0.11224793910980224,Acceleration,0.0467681884765625,0.004913330078125,-1.00390625,3.992605209350575e-05,-0.06885142008463542,-2.7429949975824683e-06,-0.010473561040841102,-4.181131852405513e-07,0.0008552419738462624
2813,1595636719.906466,0.11228801608085633,Acceleration,0.04638671875,0.0063629150390625,-1.004867553710938,4.0076971054084365e-05,-0.06966888427734376,-2.775737114158998e-06,-0.010476336777955262,-4.1980422423496356e-07,0.0008548221696220275
2814,1595636719.946309,0.1123278591632843,Acceleration,0.046661376953125,0.0082855224609375,-1.006790161132812,3.984308242797885e-05,-0.0704564412434896,-2.7915124474869654e-06,-0.01047912829040275,-4.174651610176099e-07,0.0008544047044610098
2815,1595636719.986151,0.11236770105361939,Acceleration,0.04595947265625,0.008209228515625,-1.008407592773438,3.984189033508223e-05,-0.07041656494140626,-2.8063234317959904e-06,-0.010481934613834546,-4.1756418476869127e-07,0.0008539871402762411
2816,1595636720.02655,0.11240810012817383,Acceleration,0.0457305908203125,0.007171630859375,-1.005111694335938,4.039907455444247e-05,-0.06975860595703126,-2.8314735899038457e-06,-0.01048476608742445,-4.2351765239542164e-07,0.0008535636226238457
2817,1595636720.066272,0.11244782209396362,Acceleration,0.04583740234375,0.0073699951171875,-1.005599975585938,3.972196578978793e-05,-0.0687816365559896,-2.751545386805569e-06,-0.010487517632811255,-4.165301682344645e-07,0.0008531470924556113
2818,1595636720.105921,0.11248747110366822,Acceleration,0.0467987060546875,0.006561279296875,-1.002777099609375,3.9649009704600946e-05,-0.06609995524088541,-2.67396077106316e-06,-0.010490191593582318,-4.158726983487878e-07,0.0008527312197572624
2819,1595636720.146647,0.1125281970500946,Acceleration,0.0463714599609375,0.004547119140625,-1.000778198242188,4.072594642638705e-05,-0.061643778483072925,-2.60124222797429e-06,-0.010492792835810292,-4.2727594986857847e-07,0.0008523039438073939
2820,1595636720.18626,0.11256781005859375,Acceleration,0.0476837158203125,0.004486083984375,-0.9979400634765624,3.9613008499139735e-05,-0.06019826253255208,-2.413264903152243e-06,-0.010495206100713445,-4.156988901262252e-07,0.0008518882449172676
2821,1595636720.2276518,0.11260920190811158,Acceleration,0.0478973388671875,0.0043792724609375,-0.99908447265625,4.139184951783281e-05,-0.058932189941406254,-2.4655148808967086e-06,-0.010497671615594341,-4.3446701768983875e-07,0.0008514537778995778
2822,1595636720.266541,0.11264809107780456,Acceleration,0.048919677734375,0.003021240234375,-0.999481201171875,3.888916969298217e-05,-0.05659942626953125,-2.2464643138658193e-06,-0.010499918079908207,-4.0828941440600624e-07,0.0008510454884851718
2823,1595636720.305577,0.11268712711334229,Acceleration,0.0484161376953125,0.002899169921875,-1.002227783203125,3.903603553773172e-05,-0.055143941243489585,-2.1810090326720483e-06,-0.01050209908894088,-4.099177442836223e-07,0.0008506355707408882
2824,1595636720.3469632,0.1127285132408142,Acceleration,0.04962158203125,0.0042724609375,-1.000564575195312,4.138612747191239e-05,-0.05417694091796875,-2.262183982238014e-06,-0.010504361272923118,-4.3468802313488916e-07,0.0008502008827177533
2825,1595636720.385673,0.11276722311973572,Acceleration,0.049591064453125,0.0045623779296875,-1.004486083984375,3.870987892151678e-05,-0.052561950683593754,-2.0659247850566945e-06,-0.010506427197708175,-4.066625388718691e-07,0.0008497942201788815
2826,1595636720.425132,0.11280668210983276,Acceleration,0.0484161376953125,0.0053863525390625,-1.0047607421875,3.945899009703824e-05,-0.052213033040364586,-2.0671575225905075e-06,-0.010508494355230765,-4.146137907237265e-07,0.0008493796063881577
2827,1595636720.465375,0.1128469250202179,Acceleration,0.048187255859375,0.0076141357421875,-1.004531860351562,4.0242910385138164e-05,-0.053977559407552084,-2.1367092478131203e-06,-0.010510631064478578,-4.2293539031967135e-07,0.000848956670997838
2828,1595636720.506231,0.11288778114318848,Acceleration,0.047119140625,0.0091094970703125,-1.006576538085938,4.085612297058394e-05,-0.05577199300130208,-2.2419706045913467e-06,-0.01051287303508317,-4.2946943438213516e-07,0.0008485272015634559
2829,1595636720.54822,0.11292976999282837,Acceleration,0.0477142333984375,0.010711669921875,-1.005294799804688,4.198884963989291e-05,-0.05735707600911458,-2.375079734289727e-06,-0.010515248114817459,-4.414733085863148e-07,0.0008480857282548695
2830,1595636720.584922,0.11296647214889527,Acceleration,0.0457763671875,0.0107574462890625,-1.005218505859375,3.6702156066895086e-05,-0.05902191162109375,-2.1356798834555793e-06,-0.010517383794700914,-3.8597146942035047e-07,0.0008476997567854492
2831,1595636720.626043,0.11300759315490723,Acceleration,0.044219970703125,0.0110321044921875,-1.006851196289062,4.112100601195989e-05,-0.061544087727864585,-2.4788975920332344e-06,-0.010519862692292948,-4.325363696333784e-07,0.0008472672204158159
2832,1595636720.664703,0.11304625296592713,Acceleration,0.0455322265625,0.0100555419921875,-1.00506591796875,3.865981101990046e-05,-0.06329864501953125,-2.4131982276111305e-06,-0.01052227589052056,-4.067425505330631e-07,0.0008468604778652828
2833,1595636720.704702,0.11308625197410584,Acceleration,0.0450439453125,0.0082855224609375,-1.002593994140625,3.999900817870661e-05,-0.06442515055338542,-2.5544125718682727e-06,-0.010524830303092429,-4.2093168638821624e-07,0.0008464395461788946
2834,1595636720.7465289,0.11312807893753052,Acceleration,0.0448455810546875,0.0065460205078125,-1.00244140625,4.182696342468206e-05,-0.0657310994466146,-2.722020354121888e-06,-0.01052755232344655,-4.40278619061329e-07,0.0008459992675598333
2835,1595636720.784364,0.1131659140586853,Acceleration,0.0460205078125,0.0056304931640625,-1.001983642578125,3.7835121154780604e-05,-0.0664787801106771,-2.5010884054545414e-06,-0.010530053411852005,-3.9835853211231185e-07,0.000845600909027721
2836,1595636720.8243802,0.11320593023300171,Acceleration,0.0464019775390625,0.004364013671875,-0.9997711181640624,4.0016174316412356e-05,-0.06646881103515626,-2.6600269911193937e-06,-0.010532713438843124,-4.21425674941684e-07,0.0008451794833527793
2837,1595636720.8656368,0.11324718689918518,Acceleration,0.0467987060546875,0.0032501220703125,-0.9996490478515624,4.12566661834729e-05,-0.06661834716796874,-2.745366229646688e-06,-0.010535458805072772,-4.346012746815737e-07,0.0008447448820780978
2838,1595636720.904237,0.11328578710556031,Acceleration,0.0483551025390625,0.002899169921875,-1.000350952148438,3.860020637512507e-05,-0.06661834716796874,-2.5714819490533223e-06,-0.010538030287021825,-4.0672051399939923e-07,0.0008443381615640984
2839,1595636720.944249,0.11332579898834229,Acceleration,0.0484466552734375,0.0031280517578125,-1.002197265625,4.001188278197898e-05,-0.06587066650390626,-2.650567442469536e-06,-0.010540680854464295,-4.216994596941685e-07,0.0008439164621044042
2840,1595636720.985446,0.11336699604988099,Acceleration,0.0483856201171875,0.002349853515625,-1.002578735351562,4.119706153869751e-05,-0.06442515055338542,-2.683902396772059e-06,-0.010543364756861066,-4.3430036226723806e-07,0.0008434821617421369
2841,1595636721.023984,0.11340553402900695,Acceleration,0.048248291015625,0.003662109375,-1.005859375,3.8537979125966015e-05,-0.06329864501953125,-2.461108483839107e-06,-0.010545825865344905,-4.06367393991046e-07,0.0008430757943481458
2842,1595636721.064006,0.11344555616378785,Acceleration,0.048126220703125,0.005279541015625,-1.006195068359375,4.0022134780895446e-05,-0.06177337646484375,-2.502824650583354e-06,-0.010548328689995489,-4.221165483514365e-07,0.0008426536777997944
2843,1595636721.1060472,0.11348759722709656,Acceleration,0.0479583740234375,0.00665283203125,-1.00518798828125,4.2041063308712046e-05,-0.06016835530598959,-2.563280032675794e-06,-0.010550891970028165,-4.4351683576626984e-07,0.0008422101609640282
2844,1595636721.143831,0.11352538108825684,Acceleration,0.0467376708984375,0.0081634521484375,-1.006011962890625,3.778386116028154e-05,-0.05850351969401042,-2.241940824315143e-06,-0.01055313391085248,-3.986957919030913e-07,0.000841811465172125
2845,1595636721.18354,0.11356509017944336,Acceleration,0.0462646484375,0.008819580078125,-1.006484985351562,3.9709091186515555e-05,-0.05723744710286459,-2.2979843022762893e-06,-0.010555431895154756,-4.1910098220365277e-07,0.0008413923641899213
2846,1595636721.223541,0.1136050910949707,Acceleration,0.04559326171875,0.011383056640625,-1.002960205078125,4.000091552734675e-05,-0.057466735839843755,-2.2941361662623023e-06,-0.010557726031321019,-4.2227282336624445e-07,0.0008409700913665551
2847,1595636721.266839,0.11364838910102844,Acceleration,0.046051025390625,0.0107269287109375,-1.002731323242188,4.329800605773482e-05,-0.057905375162760425,-2.497691180542205e-06,-0.01056022372250156,-4.5718255818397475e-07,0.0008405129088083711
2848,1595636721.3032699,0.11368481993675232,Acceleration,0.046173095703125,0.0067138671875,-1.001052856445312,3.643083572388295e-05,-0.05687856038411458,-2.090837349824486e-06,-0.010562314559851385,-3.8475586111791443e-07,0.0008401281529472532
2849,1595636721.343165,0.11372471499443054,Acceleration,0.0467376708984375,0.006500244140625,-0.9983978271484376,3.9895057678221435e-05,-0.05684865315755208,-2.2685768719140987e-06,-0.0105645831367233,-4.2142940108336533e-07,0.0008397067235461698
2850,1595636721.3831348,0.1137646849155426,Acceleration,0.048095703125,0.0083160400390625,-0.997406005859375,3.9969921112062434e-05,-0.05860321044921875,-2.307300940301611e-06,-0.010566890437663602,-4.2231166587493827e-07,0.0008392844118802949
2851,1595636721.4232788,0.11380482888221741,Acceleration,0.0484619140625,0.005157470703125,-0.9977569580078124,4.0143966674802134e-05,-0.05912160237630208,-2.3629704814325137e-06,-0.010569253408145034,-4.2424432708998303e-07,0.0008388601675532049
2852,1595636721.468413,0.1138499631881714,Acceleration,0.04901123046875,0.00274658203125,-1.000717163085938,4.51343059539866e-05,-0.05879262288411458,-2.6609883596154705e-06,-0.01057191439650465,-4.77095967959815e-07,0.0008383830715852451
2853,1595636721.502916,0.11388446617126464,Acceleration,0.050079345703125,0.004486083984375,-1.000747680664062,3.4502983093251394e-05,-0.05982940673828126,-2.0464069412743447e-06,-0.010573960803445925,-3.647978872579493e-07,0.0008380182736979871
2854,1595636721.542751,0.11392430114746094,Acceleration,0.0497589111328125,0.004638671875,-1.001068115234375,3.983497619629295e-05,-0.06081634521484375,-2.402960328618299e-06,-0.010576363763774544,-4.212613378395487e-07,0.0008375970123601476
2855,1595636721.5828938,0.11396444392204284,Acceleration,0.0487213134765625,0.0051422119140625,-1.004714965820312,4.0142774581905516e-05,-0.06264068603515625,-2.4779538880100075e-06,-0.010578841717662553,-4.246143224376106e-07,0.00083717239803771
2856,1595636721.622992,0.11400454211235046,Acceleration,0.0487823486328125,0.0062408447265625,-1.006332397460938,4.0098190307619186e-05,-0.06432545979817708,-2.5455563391249653e-06,-0.010581387274001678,-4.242434445302766e-07,0.0008367481545931796
2857,1595636721.665962,0.11404751205444336,Acceleration,0.0479278564453125,0.00982666015625,-1.005767822265625,4.296994209289362e-05,-0.06729624430338542,-2.8278885017060593e-06,-0.010584215162503385,-4.5474235552891535e-07,0.0008362934122376507
