,TimeStamp,TimeElapsed,Category,Acc-X,Acc-Y,Acc-Z,TimeStamp,TimeElapsed,Category,Acc-X,Acc-Y,Acc-Z,Average Y,TimeInterval,Acc-Y-Adjusted,V-btw2,V(t),S-btw2,S(t)
977,1591401265.88,39.8600001335144,Acceleration,0.1627655029,0.08459472656,-0.9585266112999999,1591402929.99707,39.86190986633301,Acceleration,0.097763061523438,0.081390380859375,-1.00576782226562,-0.8141569518920344,0.028459787368774414,-0.4802964914729158,-0.013697536749009904,11.845847113881417,0.33678080156847473,376.63557683408334
978,1591401265.92,39.90000009536743,Acceleration,0.1794433594,0.08099365234,-0.9535522461,1591402930.03696,39.90179991722107,Acceleration,0.098190307617188,0.086227416992188,-0.9929351806640621,-0.8202193450743822,0.03989005088806152,-0.4822923410802468,-0.019224434929173095,11.821286951778173,0.47127854034982947,377.2426971283816
979,1591401265.97,39.95000004768372,Acceleration,0.1533508301,0.07765197754,-0.9570465088,1591402930.08943,39.95427012443542,Acceleration,0.082489013671875,0.084976196289063,-0.99267578125,-0.7976911926315541,0.05247020721434836,-0.48157882484632614,-0.025186987971876646,11.807589415029163,0.6190423082663704,377.5794779299501
980,1591401266,39.98000001907349,Acceleration,0.1782226563,0.0799407959,-0.9405670166,1591402930.11676,39.98160004615784,Acceleration,0.087814331054688,0.080963134765625,-0.9897003173828121,-0.7892337799148906,0.027329921722419215,-0.47847028908166617,-0.013036600299133706,11.78836498009999,0.32183091293659327,378.0507564702999
981,1591401266.04,40.01999998092651,Acceleration,0.1539001465,0.07717895508,-0.9664459229000001,1591402930.15682,40.02165985107422,Acceleration,0.08587646484375,0.07843017578125,-0.9970703125,-0.7632627868744313,0.040059804916381836,-0.47554636940291,-0.019095168602366284,11.763177992128114,0.47096949372895036,378.6697987785663
982,1591401266.09,40.0699999332428,Acceleration,0.1691131592,0.07627868652000001,-0.9669189453,1591402930.20866,40.07349991798401,Acceleration,0.081573486328125,0.086318969726563,-0.994140625,-0.7975415038893917,0.05184006690979004,-0.47778671058708316,-0.024905068815444315,11.75014139182898,0.6086331685429075,378.9916296915029
983,1591401266.12,40.09999990463257,Acceleration,0.1499786377,0.07676696777000001,-0.9716339111,1591402930.23647,40.10131001472473,Acceleration,0.083908081054688,0.089752197265625,-0.9929962158203121,-0.8167765044997408,0.027810096740722656,-0.4830557535549132,-0.013505567153684618,11.731046223226613,0.32589522415127536,379.46259918523185
984,1591401266.16,40.14000010490417,Acceleration,0.1611938477,0.07743835449,-0.9961395264,1591402930.27684,40.14168000221252,Acceleration,0.085113525390625,0.087982177734375,-1.00103759765625,-0.8113877105605594,0.04036998748778586,-0.4882150247957608,-0.01970601154538298,11.706141154411169,0.4723041621453292,380.07123235377475
985,1591401266.21,40.19000005722046,Acceleration,0.1484069824,0.07600402832,-0.9892272948999999,1591402930.32726,40.19210004806519,Acceleration,0.087677001953125,0.082565307617188,-1.01017761230468,-0.7777825927719072,0.050420045852675344,-0.48805535682598883,-0.02461683024436789,11.692635587257485,0.5890464334453002,380.397127577926
986,1591401266.24,40.22000002861023,Acceleration,0.1619262695,0.07518005371,-0.9940795898,1591402930.35627,40.22110986709595,Acceleration,0.087387084960938,0.081130981445313,-1.00021362304687,-0.7667056274368103,0.029009819030754613,-0.4884146097542456,-0.014234824569956261,11.672929575712102,0.33827250965490135,380.8694317400714
