loggingTime,loggingSample,identifierForVendor,deviceID,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,altimeterTimestamp_sinceReboot,altimeterReset,altimeterRelativeAltitude,altimeterPressure
1595636609.88507,58,0,0,1595636608.999918,1.370493736035993,103.8493519705093,12.04454,0,324.36054738165,45.61322402954102,32.00483309472351,-9999,294386.009880375,0.041595458984375,0.0034942626953125,-1.00372314453125,294382.604164,0,11.98292,100.6764
1595636609.90722,59,0,0,1595636608.999918,1.370493736035993,103.8493519705093,12.04454,0,324.36054738165,45.61322402954102,32.00483309472351,-9999,294386.049796375,0.0443878173828125,0.0036163330078125,-1.003952026367188,294383.559313,0,11.97499,100.6765
1595636609.946901,60,0,0,1595636608.999918,1.370493736035993,103.8493519705093,12.04454,0,324.36054738165,45.61322402954102,32.00483309472351,-9999,294386.089712375,0.044708251953125,0.004852294921875,-1.005386352539062,294383.559313,0,11.97499,100.6765
1595636610.005519,61,0,0,1595636608.999918,1.370493736035993,103.8493519705093,12.04454,0,324.36054738165,45.61322402954102,32.00483309472351,-9999,294386.129627375,0.045135498046875,0.006256103515625,-1.007080078125,294383.559313,0,11.97499,100.6765
1595636610.026952,62,0,0,1595636608.999918,1.370493736035993,103.8493519705093,12.04454,0,324.36054738165,45.61322402954102,32.00483309472351,-9999,294386.169543375,0.0438690185546875,0.00775146484375,-1.008743286132812,294383.559313,0,11.97499,100.6765
1595636610.066651,63,0,0,1595636608.999918,1.370493736035993,103.8493519705093,12.04454,0,324.36054738165,45.61322402954102,32.00483309472351,-9999,294386.209458375,0.0430755615234375,0.0079193115234375,-1.008697509765625,294383.559313,0,11.97499,100.6765
1595636610.125865,64,0,0,1595636608.999918,1.370493736035993,103.8493519705093,12.04454,0,324.36054738165,45.61322402954102,32.00483309472351,-9999,294386.2493739167,0.04205322265625,0.008819580078125,-1.006301879882812,294383.559313,0,11.97499,100.6765
1595636610.146612,65,0,0,1595636608.999918,1.370493736035993,103.8493519705093,12.04454,0,324.36054738165,45.61322402954102,32.00483309472351,-9999,294386.2892899167,0.0422821044921875,0.008514404296875,-1.0030517578125,294383.559313,0,11.97499,100.6765
1595636610.186386,66,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294386.3292049167,0.04132080078125,0.0090484619140625,-1.003280639648438,294383.559313,0,11.97499,100.6765
1595636610.226549,67,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294386.3691209167,0.0410003662109375,0.0079193115234375,-1.002029418945312,294383.559313,0,11.97499,100.6765
1595636610.266777,68,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294386.4090369167,0.042327880859375,0.0085601806640625,-0.9995574951171875,294383.559313,0,11.97499,100.6765
1595636610.30645,69,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294386.4489519167,0.0402984619140625,0.0082550048828125,-0.9980621337890625,294383.559313,0,11.97499,100.6765
1595636610.346874,70,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294386.4888679167,0.0418548583984375,0.0072174072265625,-1.001373291015625,294383.559313,0,11.97499,100.6765
1595636610.386207,71,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294386.5287829167,0.0399169921875,0.0063934326171875,-0.9970550537109375,294383.559313,0,11.97499,100.6765
1595636610.425964,72,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294386.5686989167,0.03912353515625,0.006561279296875,-0.9998016357421875,294383.559313,0,11.97499,100.6765
1595636610.466903,73,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294386.6086149167,0.0400238037109375,0.00579833984375,-1.001602172851562,294383.559313,0,11.97499,100.6765
1595636610.5059,74,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294386.6485299167,0.0398101806640625,0.0067138671875,-1.007003784179688,294383.559313,0,11.97499,100.6765
1595636610.545646,75,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294386.6884459167,0.040679931640625,0.009490966796875,-1.013656616210938,294383.559313,0,11.97499,100.6765
1595636610.586835,76,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294386.7283619167,0.038726806640625,0.0110321044921875,-1.014572143554688,294383.559313,0,11.97499,100.6765
1595636610.625654,77,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294386.7682769167,0.0344696044921875,0.01025390625,-1.014175415039062,294383.559313,0,11.97499,100.6765
1595636610.66536,78,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294386.8081929167,0.03662109375,0.0067596435546875,-1.002334594726562,294383.559313,0,11.97499,100.6765
1595636610.706826,79,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294386.8481079167,0.038055419921875,0.00726318359375,-1.001861572265625,294383.559313,0,11.97499,100.6765
1595636610.745313,80,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294386.8880239167,0.0382843017578125,0.006011962890625,-1.001617431640625,294383.559313,0,11.97499,100.6765
1595636610.785182,81,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294386.9279399167,0.0379486083984375,0.0059356689453125,-0.9984893798828125,294383.559313,0,11.97499,100.6765
1595636610.826853,82,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294386.9678549167,0.0394439697265625,0.004364013671875,-0.99755859375,294384.514523,0,11.96971,100.6765
1595636610.86509,83,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294387.0077709167,0.0407257080078125,0.003570556640625,-0.9991302490234375,294384.514523,0,11.96971,100.6765
1595636610.906839,84,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294387.0476859167,0.0435791015625,0.004302978515625,-0.999053955078125,294384.514523,0,11.96971,100.6765
1595636610.946844,85,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294387.0876019167,0.0420684814453125,0.0066070556640625,-1.002944946289062,294384.514523,0,11.96971,100.6765
1595636610.984761,86,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294387.1275179167,0.04254150390625,0.007232666015625,-1.00177001953125,294384.514523,0,11.96971,100.6765
1595636611.024971,87,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294387.1674329167,0.042327880859375,0.0086669921875,-1.006500244140625,294384.514523,0,11.96971,100.6765
1595636611.067121,88,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294387.2073489167,0.04248046875,0.007598876953125,-1.002609252929688,294384.514523,0,11.96971,100.6765
1595636611.104623,89,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294387.247265,0.0417633056640625,0.0077667236328125,-1.00433349609375,294384.514523,0,11.96971,100.6765
1595636611.147064,90,0,0,1595636609.999913,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,58.9188117980957,32.00483309472351,-9999,294387.28718,0.04376220703125,0.0089111328125,-1.005340576171875,294384.514523,0,11.96971,100.6765
1595636611.187016,91,0,0,1595636610.999909,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,51.04266357421875,32.00483309472351,-9999,294387.327096,0.0415191650390625,0.008575439453125,-1.007293701171875,294384.514523,0,11.96971,100.6765
1595636611.224313,92,0,0,1595636610.999909,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,51.04266357421875,32.00483309472351,-9999,294387.367011,0.0425262451171875,0.0094757080078125,-1.0068359375,294384.514523,0,11.96971,100.6765
1595636611.267004,93,0,0,1595636610.999909,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,51.04266357421875,32.00483309472351,-9999,294387.406927,0.03961181640625,0.0096893310546875,-1.004867553710938,294384.514523,0,11.96971,100.6765
1595636611.304242,94,0,0,1595636610.999909,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,51.04266357421875,32.00483309472351,-9999,294387.446843,0.0411376953125,0.007598876953125,-1.0048828125,294384.514523,0,11.96971,100.6765
1595636611.344016,95,0,0,1595636610.999909,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,51.04266357421875,32.00483309472351,-9999,294387.486758,0.03851318359375,0.007843017578125,-1.000717163085938,294384.514523,0,11.96971,100.6765
1595636611.386812,96,0,0,1595636610.999909,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,51.04266357421875,32.00483309472351,-9999,294387.526674,0.0368804931640625,0.0069427490234375,-1.003005981445312,294384.514523,0,11.96971,100.6765
1595636611.423952,97,0,0,1595636610.999909,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,51.04266357421875,32.00483309472351,-9999,294387.566589,0.0389556884765625,0.002349853515625,-0.9993133544921875,294384.514523,0,11.96971,100.6765
1595636611.46385,98,0,0,1595636610.999909,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,51.04266357421875,32.00483309472351,-9999,294387.606505,0.038421630859375,0.0037078857421875,-0.9983367919921875,294384.514523,0,11.96971,100.6765
1595636611.506048,99,0,0,1595636610.999909,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,51.04266357421875,32.00483309472351,-9999,294387.646421,0.038360595703125,0.005157470703125,-0.997772216796875,294384.514523,0,11.96971,100.6765
1595636611.543709,100,0,0,1595636610.999909,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,51.04266357421875,32.00483309472351,-9999,294387.686336,0.040435791015625,0.0044403076171875,-0.999603271484375,294384.514523,0,11.96971,100.6765
1595636611.583406,101,0,0,1595636610.999909,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,51.04266357421875,32.00483309472351,-9999,294387.726252,0.0415496826171875,0.0037078857421875,-1.002227783203125,294384.514523,0,11.96971,100.6765
1595636611.625381,102,0,0,1595636610.999909,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,51.04266357421875,32.00483309472351,-9999,294387.766168,0.0406646728515625,0.0057373046875,-1.003463745117188,294384.514523,0,11.96971,100.6765
1595636611.663422,103,0,0,1595636610.999909,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,51.04266357421875,32.00483309472351,-9999,294387.806083,0.0404052734375,0.00604248046875,-1.006423950195312,294384.514523,0,11.96971,100.6765
1595636611.703363,104,0,0,1595636610.999909,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,51.04266357421875,32.00483309472351,-9999,294387.845999,0.043304443359375,0.0069732666015625,-1.005477905273438,294384.514523,0,11.96971,100.6765
1595636611.74728,105,0,0,1595636610.999909,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,51.04266357421875,32.00483309472351,-9999,294387.885914,0.041656494140625,0.00732421875,-1.006301879882812,294384.514523,0,11.96971,100.6765
1595636611.783204,106,0,0,1595636610.999909,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,51.04266357421875,32.00483309472351,-9999,294387.92583,0.0416259765625,0.0081939697265625,-1.0062255859375,294385.469719,0,11.96178,100.6766
1595636611.823146,107,0,0,1595636610.999909,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,51.04266357421875,32.00483309472351,-9999,294387.965746,0.0402679443359375,0.009979248046875,-1.008224487304688,294385.469719,0,11.96178,100.6766
1595636611.86472,108,0,0,1595636610.999909,1.370493736035993,103.8493519705093,12.04454,-1,324.36054738165,51.04266357421875,32.00483309472351,-9999,294388.005661,0.040924072265625,0.00848388671875,-1.0068359375,294385.469719,0,11.96178,100.6766
