loggingTime,loggingTimeElapsed,loggingSample,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationVerticalAccuracy,locationHorizontalAccuracy,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,altimeterTimestamp_sinceReboot,altimeterReset,altimeterRelativeAltitude,altimeterPressure,,,
1591401227.09,1.07,28,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401227,209.5889893,-7.57649231,-75.48690796,241.8487701,241.7063293,14.90369797,208581.8603,0.1442718506,0.05627441406,-0.9868927002,208581.8228,-0.01071629394,0.008829178289,-0.008478439413,208579.3581,0,-0.9935122,101.2976,,,
1591401227.12,1.10,29,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401227,206.4014893,-6.983276367,-74.95498657,241.8482056,241.7057648,14.90369511,208581.9002,0.1444854736,0.05757141113,-0.991394043,208581.8628,-0.006466687657,0.005600361619,-0.007720503956,208579.3581,0,-0.9935122,101.2976,,,
1591401227.16,1.14,30,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401227,204.0445557,-5.506164551,-74.75384521,241.8465729,241.7041321,14.9036932,208581.9401,0.1429748535,0.0592956543,-0.9921417236,208581.9027,-0.007070160005,0.001007473795,-0.008064850233,208579.3581,0,-0.9935122,101.2976,,,
1591401227.21,1.19,31,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401227,201.4716797,-4.646789551,-74.42623901,241.8475189,241.7050781,14.90368938,208581.98,0.1515350342,0.05902099609,-0.9888916016,208581.9426,-0.004008856136,0.01009897329,-0.007263239007,208579.3581,0,-0.9935122,101.2976,,,
1591401227.24,1.22,32,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401227,201.4716797,-4.646789551,-74.42623901,241.8475189,241.7050781,14.90368938,208582.0199,0.1346740723,0.05386352539,-0.9926300049,208581.9825,-0.005001949146,0.00643233303,-0.008872320876,208579.3581,0,-0.9935122,101.2976,,,
1591401227.28,1.26,33,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401227,199.2011719,-3.425720215,-74.16424561,241.8474731,241.7050323,14.90368652,208582.0599,0.1533660889,0.06051635742,-0.9909210205,208582.0224,-0.008244614117,-0.004795554094,-0.01155891828,208579.3581,0,-0.9935122,101.2976,,,
1591401227.33,1.31,34,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401227,196.9813232,-3.370895386,-73.97201538,241.8480835,241.7056427,14.90368462,208582.0998,0.1431732178,0.05796813965,-0.9947357178,208582.0624,-0.01021428779,0.01503966935,-0.01076955721,208579.3581,0,-0.9935122,101.2976,,,
1591401227.36,1.34,35,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401227,195.5899658,-1.755157471,-73.84939575,241.8473358,241.704895,14.9036808,208582.1397,0.1461791992,0.05738830566,-0.9888000488,208582.1023,-0.008931975812,0.006967362016,-0.008138353936,208579.3581,0,-0.9935122,101.2976,,,
1591401227.40,1.38,36,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401227,193.7750244,-1.028442383,-73.6362915,241.8487091,241.7062683,14.90367985,208582.1796,0.1477050781,0.05688476563,-0.9895782471,208582.1422,-0.00835193973,-0.005171325989,-0.008488293737,208579.3581,0,-0.9935122,101.2976,,,
1591401227.45,1.43,37,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401227,192.9493408,0.04835510254,-73.58157349,241.8501434,241.7077026,14.90367794,208582.2195,0.149017334,0.05905151367,-0.9869689941,208582.1821,-0.008674714714,0.007684018463,-0.0120875556,208579.3581,0,-0.9935122,101.2976,,,
1591401227.48,1.46,38,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401227,192.9493408,0.04835510254,-73.58157349,241.8501434,241.7077026,14.90367794,208582.2594,0.1462402344,0.05648803711,-0.9891204834,208582.222,-0.00900308229,0.005175587256,-0.009846505709,208579.3581,0,-0.9935122,101.2976,,,
1591401227.52,1.50,39,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401227,192.0355225,0.9890594482,-73.55056763,241.849884,241.7074432,14.90367603,208582.2994,0.1447296143,0.05986022949,-0.9930114746,208582.2619,-0.007071491797,0.0063340622,-0.009348227642,208579.3581,0,-0.9935122,101.2976,,,
1591401227.57,1.55,40,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401228,192.2011719,2.181259155,-73.34402466,241.8490295,241.7065887,14.90367413,208582.3393,0.1438446045,0.05880737305,-0.9921264648,208582.3019,-0.008149272762,-0.0009504822083,-0.01224015467,208579.3581,0,-0.9935122,101.2976,,,
1591401227.60,1.58,41,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401228,192.4298096,3.24029541,-73.5112915,241.8486023,241.7061615,14.90367317,208582.3792,0.1453552246,0.05947875977,-0.9870758057,208582.3418,-0.006617156323,0.01381328423,-0.009596434422,208579.3581,0,-0.9935122,101.2976,,,
1591401227.64,1.62,42,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401228,192.4298096,3.24029541,-73.5112915,241.8486023,241.7061615,14.90367317,208582.4191,0.1443939209,0.05569458008,-0.9883575439,208582.3817,-0.007429686841,0.01176478062,-0.01198182814,208579.3581,0,-0.9935122,101.2976,,,
1591401227.69,1.67,43,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401228,192.2265625,3.764678955,-73.71377563,241.8473206,241.7048798,14.90366936,208582.459,0.1481933594,0.05834960938,-0.9876708984,208582.4216,-0.01016422082,-0.01359783392,-0.009127984755,208579.3581,0,-0.9935122,101.2976,,,
1591401227.72,1.70,44,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401228,192.2265625,3.764678955,-73.71377563,241.8473206,241.7048798,14.90366936,208582.4989,0.1472473145,0.05825805664,-0.9941101074,208582.4615,-0.007114634849,0.008048871532,-0.007044327445,208579.3581,0,-0.9935122,101.2976,,,
1591401227.76,1.74,45,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401228,192.4907227,4.294265747,-73.71646118,241.844986,241.7025452,14.90366745,208582.5389,0.1502380371,0.05888366699,-0.9937133789,208582.5014,-0.01153734606,0.007556719705,-0.008560731076,208579.3581,0,-0.9935122,101.2976,,,
1591401227.81,1.79,46,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401228,192.1547852,4.289138794,-73.88980103,241.8440704,241.7016296,14.90366554,208582.5788,0.1444244385,0.05667114258,-0.9891967773,208582.5414,-0.008805742487,0.00850560423,-0.008045942523,208579.3581,0,-0.9935122,101.2976,,,
1591401227.84,1.82,47,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401228,192.1547852,4.289138794,-73.88980103,241.8440704,241.7016296,14.90366554,208582.6187,0.1462249756,0.05630493164,-0.9949798584,208582.5813,-0.01002094243,-0.006091980729,-0.01080763992,208579.3581,0,-0.9935122,101.2976,,,
1591401227.88,1.86,48,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401228,192.7661133,5.054870605,-73.8505249,241.8444061,241.7019653,14.90366459,208582.6586,0.1488037109,0.05810546875,-0.9875488281,208582.6212,-0.007779093459,0.005460279062,-0.01064199209,208579.3581,0,-0.9935122,101.2976,,,
1591401227.93,1.91,49,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401228,193.4543457,4.802215576,-73.92388916,241.8434601,241.7010193,14.90366459,208582.6985,0.1459503174,0.05804443359,-0.9954833984,208582.6611,-0.003323092358,0.01303750463,-0.007439007983,208579.3581,0,-0.9935122,101.2976,,,
1591401227.96,1.94,50,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401228,193.1156006,4.397155762,-73.90542603,241.8428955,241.7004547,14.90366268,208582.7385,0.1463012695,0.05825805664,-0.9912261963,208582.701,-0.005112470128,0.0004609931784,-0.01045530383,208579.3581,0,-0.9935122,101.2976,,,
1591401228.00,1.98,51,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401228,193.463623,4.402526855,-73.91934204,241.840683,241.6982422,14.90366077,208582.7784,0.1472930908,0.05847167969,-0.990737915,208582.741,-0.008075503632,0.009508550167,-0.007837416604,208580.3162,0,-0.9935122,101.2976,,,
1591401228.05,2.03,52,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401228,193.567627,4.673675537,-73.83230591,241.841629,241.6991882,14.90366077,208582.8183,0.1457061768,0.05833435059,-0.993057251,208582.7809,-0.01465644035,0.002174471039,-0.007961519994,208580.3162,0,-0.9935122,101.2976,,,
1591401228.08,2.06,53,1591401220,1.301263484,103.835952,17.39661,12.20711708,7000.092435,1591401228,193.567627,4.673675537,-73.83230591,241.841629,241.6991882,14.90366077,208582.8582,0.1491546631,0.05815124512,-0.9883728027,208582.8208,-0.006823551375,-0.0006916229031,-0.01116716675,208580.3162,0,-0.9935122,101.2976,,,
