TimeStamp,TimeElapsed,Category,Acc-X,Acc-Y,Acc-Z
0.004,0,Acceleration,-1.4189738,-0.092532046,9.544904
0.024,0,Acceleration,-1.4194715,-0.09254611,9.54585
0.044,0,Acceleration,-1.4205655,-0.092637956,9.545427
0.065,0,Acceleration,-1.4208298,-0.09250037,9.547171
0.085,0,Acceleration,-1.4209017,-0.092776194,9.546221
0.105,0,Acceleration,-1.4212186,-0.09275906,9.546649
0.125,0,Acceleration,-1.4211557,-0.09272568,9.546504
0.146,0,Acceleration,-1.4211802,-0.09294427,9.547858
0.166,0,Acceleration,-1.4214455,-0.09274172,9.546246
0.186,0,Acceleration,-1.4215393,-0.09267559,9.545792
0.206,0,Acceleration,-1.4211671,-0.09290644,9.545344
0.227,0,Acceleration,-1.4208357,-0.09264089,9.545706
0.247,0,Acceleration,-1.4201058,-0.09325325,9.545868
0.267,0,Acceleration,-1.4196337,-0.09265855,9.54482
0.287,0,Acceleration,-1.4189531,-0.09252913,9.544389
0.308,0,Acceleration,-1.4190567,-0.092293814,9.544666
0.328,0,Acceleration,-1.4187075,-0.092293225,9.5443945
0.348,0,Acceleration,-1.4181774,-0.092822574,9.544468
0.368,0,Acceleration,-1.4175822,-0.09209211,9.544149
0.388,0,Acceleration,-1.4176275,-0.09202781,9.544733
0.409,0,Acceleration,-1.4171246,-0.09201302,9.544877
0.429,0,Acceleration,-1.4168643,-0.09195019,9.545534
0.45,0,Acceleration,-1.4162494,-0.09214872,9.545917
0.47,0,Acceleration,-1.416335,-0.0919901,9.545694
0.49,0,Acceleration,-1.4158689,-0.09199036,9.545938
0.51,0,Acceleration,-1.4152981,-0.09172351,9.546316
0.531,0,Acceleration,-1.4149144,-0.091480166,9.546942
0.551,0,Acceleration,-1.4150056,-0.09229792,9.546386
0.571,0,Acceleration,-1.4149908,-0.092020795,9.547175
0.591,0,Acceleration,-1.4149448,-0.09246524,9.547487
0.612,0,Acceleration,-1.4148995,-0.092632,9.547798
0.632,0,Acceleration,-1.4144894,-0.09309539,9.547469
0.652,0,Acceleration,-1.4145967,-0.093356214,9.547873
0.673,0,Acceleration,-1.4140933,-0.09348584,9.547513
0.693,0,Acceleration,-1.4135214,-0.09291549,9.548093
0.713,0,Acceleration,-1.4139607,-0.09343878,9.547489
0.733,0,Acceleration,-1.4142939,-0.09338025,9.547845
0.754,0,Acceleration,-1.4138542,-0.09377446,9.547061
0.774,0,Acceleration,-1.4144937,-0.09438952,9.547343
0.794,0,Acceleration,-1.4149109,-0.09421683,9.546831
0.814,0,Acceleration,-1.4152524,-0.09392797,9.546701
0.835,0,Acceleration,-1.4148337,-0.0937618,9.546111
0.855,0,Acceleration,-1.4152468,-0.093301706,9.546069
0.875,0,Acceleration,-1.4156078,-0.0932038,9.545535
0.895,0,Acceleration,-1.4158317,-0.09313326,9.545406
0.916,0,Acceleration,-1.4160146,-0.093496084,9.54546
0.936,0,Acceleration,-1.4163109,-0.093381435,9.545029
0.956,0,Acceleration,-1.4169437,-0.09328776,9.545392
0.976,0,Acceleration,-1.4169701,-0.09272648,9.544587
0.997,0,Acceleration,-1.417156,-0.09229403,9.545112
1.017,0,Acceleration,-1.4171871,-0.0924853,9.5448475
1.037,0,Acceleration,-1.4171891,-0.09252898,9.545101
1.057,0,Acceleration,-1.4172299,-0.09238064,9.544923
1.078,0,Acceleration,-1.4174538,-0.09238951,9.545546
1.098,0,Acceleration,-1.4178263,-0.092776045,9.545908
1.118,0,Acceleration,-1.4175146,-0.09348618,9.546544
1.14,0,Acceleration,-1.4176396,-0.09295578,9.545876
1.16,0,Acceleration,-1.417501,-0.092948005,9.546305
1.18,0,Acceleration,-1.4173592,-0.09298669,9.546188
1.2,0,Acceleration,-1.417697,-0.09300539,9.545977
1.221,0,Acceleration,-1.4175402,-0.09300646,9.545835
1.241,0,Acceleration,-1.4171414,-0.09281193,9.546278
1.262,0,Acceleration,-1.4170485,-0.09266432,9.546328
1.282,0,Acceleration,-1.4169405,-0.09284118,9.5462675
1.302,0,Acceleration,-1.416969,-0.09291889,9.546329
1.322,0,Acceleration,-1.4171628,-0.0929762,9.546486
1.343,0,Acceleration,-1.4176534,-0.093004,9.546348
1.363,0,Acceleration,-1.4182439,-0.09280239,9.546269
1.383,0,Acceleration,-1.4184482,-0.09259339,9.54646
1.403,0,Acceleration,-1.4188421,-0.09217192,9.545686
1.424,0,Acceleration,-1.4191064,-0.09238576,9.545808
1.444,0,Acceleration,-1.4196627,-0.09205341,9.544961
1.464,0,Acceleration,-1.4197239,-0.09210047,9.544803
1.485,0,Acceleration,-1.4197365,-0.09219809,9.543681
1.505,0,Acceleration,-1.4198481,-0.09192792,9.543874
1.525,0,Acceleration,-1.4199708,-0.091858156,9.543383
1.546,0,Acceleration,-1.4200561,-0.09221307,9.543518
1.566,0,Acceleration,-1.4200484,-0.09223076,9.543559
1.586,0,Acceleration,-1.4199795,-0.09188203,9.544486
1.606,0,Acceleration,-1.419577,-0.09164628,9.543818
1.627,0,Acceleration,-1.4194549,-0.09167922,9.544988
1.647,0,Acceleration,-1.4189506,-0.09170937,9.545089
1.667,0,Acceleration,-1.4186869,-0.091905855,9.5452585
1.688,0,Acceleration,-1.4183241,-0.09244209,9.546289
1.708,0,Acceleration,-1.4181774,-0.09258419,9.54668
1.728,0,Acceleration,-1.4174962,-0.092908904,9.546561
1.748,0,Acceleration,-1.4172652,-0.092977196,9.546734
1.769,0,Acceleration,-1.4171909,-0.0928278,9.54701
1.789,0,Acceleration,-1.4160186,-0.09391979,9.547174
1.809,0,Acceleration,-1.4156661,-0.09407064,9.547313
1.829,0,Acceleration,-1.4150459,-0.09390182,9.546445
1.85,0,Acceleration,-1.4148785,-0.09383194,9.546492
1.87,0,Acceleration,-1.415071,-0.09375136,9.547346
1.89,0,Acceleration,-1.4149458,-0.094210066,9.546565
1.911,0,Acceleration,-1.4148114,-0.09443807,9.546102
1.931,0,Acceleration,-1.4147618,-0.0943445,9.54609
1.951,0,Acceleration,-1.415001,-0.09453589,9.54583
1.971,0,Acceleration,-1.4148995,-0.09475517,9.546396
1.992,0,Acceleration,-1.4144052,-0.094901234,9.544905
2.012,0,Acceleration,-1.4146112,-0.09485379,9.544937
2.032,0,Acceleration,-1.4146504,-0.09476085,9.544715
2.052,0,Acceleration,-1.4141995,-0.09455088,9.544451
2.073,0,Acceleration,-1.4142156,-0.0942636,9.544969
2.093,0,Acceleration,-1.4145,-0.094171174,9.5446415
2.113,0,Acceleration,-1.4145713,-0.09371672,9.544106
2.134,0,Acceleration,-1.4148524,-0.0934328,9.544182
2.154,0,Acceleration,-1.4150358,-0.09327633,9.544395
2.174,0,Acceleration,-1.4152654,-0.092876054,9.545219
2.195,0,Acceleration,-1.4158736,-0.09111906,9.544744
2.215,0,Acceleration,-1.4160218,-0.089855835,9.544875
2.235,0,Acceleration,-1.4162219,-0.088707864,9.54506
2.255,0,Acceleration,-1.4164063,-0.08808212,9.544843
2.276,0,Acceleration,-1.4164969,-0.08753282,9.544597
2.296,0,Acceleration,-1.4162335,-0.0868648,9.544027
2.316,0,Acceleration,-1.4161164,-0.086341456,9.544966
2.336,0,Acceleration,-1.4161543,-0.085818455,9.545558
2.357,0,Acceleration,-1.4159585,-0.08424046,9.546382
2.377,0,Acceleration,-1.4156104,-0.08254591,9.546197
2.397,0,Acceleration,-1.4151324,-0.08138309,9.546572
2.418,0,Acceleration,-1.4144372,-0.07943323,9.546427
2.438,0,Acceleration,-1.4140137,-0.074472256,9.547401
2.458,0,Acceleration,-1.4131998,-0.06855723,9.547974
2.478,0,Acceleration,-1.4126818,-0.06175146,9.550215
2.499,0,Acceleration,-1.4123175,-0.05470385,9.551825
2.519,0,Acceleration,-1.4118509,-0.049238708,9.552806
2.539,0,Acceleration,-1.4113512,-0.04098305,9.553366
2.559,0,Acceleration,-1.4110088,-0.03127106,9.554235
2.58,0,Acceleration,-1.4107916,-0.01876971,9.555994
2.6,0,Acceleration,-1.4110423,-0.004308056,9.557766
2.62,0,Acceleration,-1.4111506,0.010304828,9.558961
2.641,0,Acceleration,-1.4107933,0.02371609,9.558977
2.661,0,Acceleration,-1.410392,0.035345588,9.559536
2.681,0,Acceleration,-1.4105852,0.045961436,9.558687
2.701,0,Acceleration,-1.4109375,0.055582985,9.558872
2.722,0,Acceleration,-1.4115748,0.06588879,9.558405
2.742,0,Acceleration,-1.4120144,0.07632379,9.558376
2.762,0,Acceleration,-1.4125112,0.08672832,9.557413
2.783,0,Acceleration,-1.4131196,0.0957852,9.557012
2.803,0,Acceleration,-1.413439,0.1039652,9.555625
2.823,0,Acceleration,-1.4137809,0.10954268,9.554508
2.843,0,Acceleration,-1.4139073,0.11657766,9.552494
2.864,0,Acceleration,-1.4143319,0.12419774,9.550994
2.884,0,Acceleration,-1.414463,0.1344941,9.549371
2.904,0,Acceleration,-1.4143391,0.1459413,9.548963
2.924,0,Acceleration,-1.4145744,0.15492891,9.548767
2.945,0,Acceleration,-1.4142503,0.17195132,9.548831
2.965,0,Acceleration,-1.4135885,0.1854151,9.548431
2.985,0,Acceleration,-1.4130179,0.20021993,9.548419
3.006,0,Acceleration,-1.4118251,0.21718843,9.548124
3.027,0,Acceleration,-1.4117593,0.22679181,9.5491
3.047,0,Acceleration,-1.4098302,0.25180128,9.549152
3.067,0,Acceleration,-1.4088013,0.26968238,9.550093
3.087,0,Acceleration,-1.4074949,0.289389,9.55098
3.108,0,Acceleration,-1.4064864,0.3064913,9.551192
3.128,0,Acceleration,-1.406006,0.3209981,9.551259
3.148,0,Acceleration,-1.4049234,0.33837324,9.550926
3.168,0,Acceleration,-1.403997,0.35424256,9.552162
3.189,0,Acceleration,-1.4032689,0.3699284,9.553151
3.209,0,Acceleration,-1.4023348,0.3854384,9.554263
3.229,0,Acceleration,-1.4014211,0.39990884,9.553922
3.25,0,Acceleration,-1.400765,0.413533,9.553991
3.27,0,Acceleration,-1.3997962,0.42586184,9.553924
3.29,0,Acceleration,-1.3995779,0.43932566,9.554966
3.31,0,Acceleration,-1.3990158,0.4515469,9.555377
3.331,0,Acceleration,-1.3988569,0.46383289,9.556658
3.351,0,Acceleration,-1.3985438,0.4762817,9.55598
3.371,0,Acceleration,-1.398633,0.48840082,9.55614
3.391,0,Acceleration,-1.398308,0.5019437,9.555856
3.412,0,Acceleration,-1.3987205,0.5142684,9.556621
3.432,0,Acceleration,-1.3989788,0.52603793,9.556813
3.452,0,Acceleration,-1.3991034,0.5375131,9.557379
3.472,0,Acceleration,-1.398796,0.5485174,9.558
3.493,0,Acceleration,-1.3988228,0.56228244,9.558761
3.513,0,Acceleration,-1.3990283,0.5753346,9.559435
3.533,0,Acceleration,-1.3989443,0.58929676,9.560386
3.554,0,Acceleration,-1.3989626,0.6055196,9.561121
3.574,0,Acceleration,-1.3990136,0.6188024,9.561384
3.594,0,Acceleration,-1.3988222,0.6352625,9.562228
3.614,0,Acceleration,-1.3983921,0.6502868,9.561986
3.635,0,Acceleration,-1.39803,0.6649232,9.56292
3.655,0,Acceleration,-1.397113,0.6795346,9.563181
3.675,0,Acceleration,-1.3964672,0.6920043,9.563676
3.695,0,Acceleration,-1.3956167,0.7054018,9.563958
3.716,0,Acceleration,-1.3949553,0.7176452,9.564356
3.736,0,Acceleration,-1.3946307,0.7274966,9.563318
3.756,0,Acceleration,-1.3941249,0.73626554,9.562386
3.776,0,Acceleration,-1.3938376,0.74283355,9.561112
3.797,0,Acceleration,-1.3936118,0.75113,9.560334
3.817,0,Acceleration,-1.3931829,0.7572182,9.55902
3.837,0,Acceleration,-1.3930235,0.76320875,9.558636
3.857,0,Acceleration,-1.3931979,0.7692291,9.55846
3.878,0,Acceleration,-1.3930919,0.7737522,9.558358
3.898,0,Acceleration,-1.3932625,0.7802017,9.557793
3.918,0,Acceleration,-1.3932759,0.78489953,9.55831
3.939,0,Acceleration,-1.3930634,0.78961587,9.558147
3.959,0,Acceleration,-1.3932854,0.7944868,9.558227
3.979,0,Acceleration,-1.3940595,0.79814875,9.559027
4.0,0,Acceleration,-1.3935634,0.8058679,9.558383
4.02,0,Acceleration,-1.3934073,0.8113394,9.558464
4.04,0,Acceleration,-1.3935212,0.81668407,9.558722
4.06,0,Acceleration,-1.3938978,0.82117915,9.559898
4.081,0,Acceleration,-1.3938401,0.8252285,9.559415
4.101,0,Acceleration,-1.394574,0.82929915,9.56099
4.121,0,Acceleration,-1.3946161,0.833549,9.561297
4.141,0,Acceleration,-1.3948311,0.83817446,9.562241
4.162,0,Acceleration,-1.3944682,0.84265023,9.561991
4.182,0,Acceleration,-1.3940572,0.84668976,9.563375
4.202,0,Acceleration,-1.3938398,0.84995997,9.564034
4.223,0,Acceleration,-1.393156,0.85366476,9.563604
4.243,0,Acceleration,-1.3930446,0.85531956,9.564101
4.263,0,Acceleration,-1.3924364,0.85790664,9.564066
4.283,0,Acceleration,-1.3919669,0.86181146,9.5651865
4.303,0,Acceleration,-1.3919854,0.8643592
4.324,0,Acceleration,-1.39133,0.86767477,9.564431
4.344,0,Acceleration,-1.3908726,0.8685307,9.564419
4.364,0,Acceleration,-1.3904461,0.87030655,9.564282
4.384,0,Acceleration,-1.3903024,0.8721377,9.563245
4.405,0,Acceleration,-1.3900014,0.8742345,9.563355
4.425,0,Acceleration,-1.3892335,0.8772499,9.562465
4.445,0,Acceleration,-1.3889997,0.87904644,9.562095
4.466,0,Acceleration,-1.3885207,0.8824137,9.562094
4.486,0,Acceleration,-1.3882039,0.88409686,9.56161
4.506,0,Acceleration,-1.3881018,0.8861513,9.561585
4.527,0,Acceleration,-1.3877748,0.888054,9.561804
4.547,0,Acceleration,-1.3875581,0.8898978,9.560053
4.567,0,Acceleration,-1.3878546,0.89271533,9.5636635
4.587,0,Acceleration,-1.3872627,0.89433587,9.562901
4.608,0,Acceleration,-1.3870519,0.89601064,9.563154
4.628,0,Acceleration,-1.387348,0.8971626,9.562705
4.648,0,Acceleration,-1.3878416,0.8991477,9.56253
4.668,0,Acceleration,-1.3878328,0.9012618,9.564812
4.689,0,Acceleration,-1.3876764,0.9022878,9.564434
4.709,0,Acceleration,-1.3874847,0.9032579,9.564323
4.729,0,Acceleration,-1.3873421,0.90447676,9.563308
4.75,0,Acceleration,-1.387743,0.90524775,9.564007
4.77,0,Acceleration,-1.3879473,0.90594465,9.564165
4.79,0,Acceleration,-1.3880228,0.90720826,9.563476
4.81,0,Acceleration,-1.3878591,0.90809333,9.563898
4.831,0,Acceleration,-1.3878592,0.9088944,9.565107
4.851,0,Acceleration,-1.3878529,0.9095855,9.56537
4.871,0,Acceleration,-1.387694,0.91021043,9.5644045
4.891,0,Acceleration,-1.3875614,0.91094863,9.563083
4.912,0,Acceleration,-1.3874975,0.911962,9.563104
4.932,0,Acceleration,-1.3874302,0.91294867,9.562486
4.952,0,Acceleration,-1.3877723,0.9135194,9.562908
4.973,0,Acceleration,-1.3875018,0.91469043,9.561323
4.993,0,Acceleration,-1.3874819,0.91506934,9.560453
5.013,0,Acceleration,-1.3873645,0.916085,9.561341
5.033,0,Acceleration,-1.3873664,0.91702557,9.561968
5.054,0,Acceleration,-1.38711,0.91755444,9.561656
5.074,0,Acceleration,-1.3877087,0.9188783,9.560683
5.094,0,Acceleration,-1.3877991,0.9196824,9.560667
5.114,0,Acceleration,-1.3884794,0.9207658,9.560599
5.135,0,Acceleration,-1.3885323,0.9211688,9.560347
5.155,0,Acceleration,-1.3890315,0.9215485,9.561038
5.175,0,Acceleration,-1.3895682,0.92177105,9.56121
5.195,0,Acceleration,-1.390142,0.9221253,9.561166
5.216,0,Acceleration,-1.3907506,0.9221493,9.561475
5.236,0,Acceleration,-1.39104,0.92271966,9.560901
5.256,0,Acceleration,-1.3917042,0.9227284,9.562312
5.276,0,Acceleration,-1.3919042,0.9230035,9.561796
5.297,0,Acceleration,-1.3926946,0.9230606,9.562892
5.317,0,Acceleration,-1.3933144,0.9230753,9.5636
5.337,0,Acceleration,-1.3938017,0.92304116,9.56378
5.357,0,Acceleration,-1.3940679,0.92374396,9.563878
5.378,0,Acceleration,-1.3943781,0.92507446,9.56486
5.398,0,Acceleration,-1.3943988,0.92588216,9.564454
5.418,0,Acceleration,-1.3951025,0.9265999,9.564719
5.438,0,Acceleration,-1.3953295,0.926778,9.564312
5.459,0,Acceleration,-1.3949517,0.9267961,9.563428
5.479,0,Acceleration,-1.3948796,0.92707616,9.563663
5.499,0,Acceleration,-1.3949146,0.92678607,9.563485
5.519,0,Acceleration,-1.3948421,0.92686754,9.563318
5.54,0,Acceleration,-1.3948574,0.92742366,9.56389
5.56,0,Acceleration,-1.3945959,0.9276233,9.564138
5.58,0,Acceleration,-1.3942915,0.9281817,9.563526
5.601,0,Acceleration,-1.3937744,0.9287133,9.562268
5.621,0,Acceleration,-1.3926412,0.9289851,9.559477
5.641,0,Acceleration,-1.3921424,0.9291891,9.5608015
5.661,0,Acceleration,-1.3906825,0.9287323,9.561889
5.682,0,Acceleration,-1.3896289,0.92832315,9.560357
5.702,0,Acceleration,-1.388334,0.9288066,9.559992
5.722,0,Acceleration,-1.386806,0.92830384,9.561434
5.743,0,Acceleration,-1.3858097,0.9279577,9.561216
5.763,0,Acceleration,-1.3841773,0.9279654,9.562675
5.783,0,Acceleration,-1.3827201,0.92732215,9.563866
5.803,0,Acceleration,-1.3809024,0.92715746,9.566149
5.824,0,Acceleration,-1.3793774,0.92710996,9.565667
5.844,0,Acceleration,-1.3779603,0.9268684,9.567608
5.864,0,Acceleration,-1.3759665,0.9275354,9.568665
5.884,0,Acceleration,-1.3742834,0.9276873,9.569386
5.905,0,Acceleration,-1.3725709,0.9275238,9.5702505
5.925,0,Acceleration,-1.3711909,0.9273359,9.570928
5.945,0,Acceleration,-1.369171,0.9263472,9.5686455
5.965,0,Acceleration,-1.3683243,0.9267604,9.570036
5.986,0,Acceleration,-1.3673022,0.92626077,9.569782
6.006,0,Acceleration,-1.3661019,0.9259772,9.570786
6.026,0,Acceleration,-1.3655409,0.9261175,9.571198
6.047,0,Acceleration,-1.3649745,0.9258822,9.56903
6.067,0,Acceleration,-1.3644449,0.9258972,9.568166
6.087,0,Acceleration,-1.363672,0.92528486,9.567413
6.107,0,Acceleration,-1.3636475,0.9257551,9.567371
6.127,0,Acceleration,-1.3633561,0.9260115,9.567348
6.148,0,Acceleration,-1.3631802,0.9270291,9.566668
6.168,0,Acceleration,-1.3631203,0.92787504,9.566398
6.188,0,Acceleration,-1.3631276,0.9277689,9.565266
6.209,0,Acceleration,-1.3636118,0.9270384,9.5652075
6.229,0,Acceleration,-1.3641258,0.9276157,9.568311
6.249,0,Acceleration,-1.3641092,0.92772126,9.566055
6.269,0,Acceleration,-1.3651035,0.92733556,9.566682
6.29,0,Acceleration,-1.3658414,0.92768896,9.564706
6.31,0,Acceleration,-1.3669075,0.9271009,9.565524
6.33,0,Acceleration,-1.3679278,0.92674136,9.567253
6.35,0,Acceleration,-1.3684558,0.92664057,9.566749
6.371,0,Acceleration,-1.3688922,0.9263314,9.567168
6.391,0,Acceleration,-1.3700116,0.9268978,9.567337
6.411,0,Acceleration,-1.3714806,0.92665267,9.567576
6.431,0,Acceleration,-1.3722466,0.9270143,9.568146
6.452,0,Acceleration,-1.3722082,0.92642605,9.568062
6.472,0,Acceleration,-1.3724189,0.92611915,9.5678005
6.492,0,Acceleration,-1.3735422,0.92586225,9.570615
6.513,0,Acceleration,-1.3735452,0.9258823,9.569437
6.533,0,Acceleration,-1.3734577,0.92601806,9.569656
6.553,0,Acceleration,-1.373103,0.92625356,9.567777
6.573,0,Acceleration,-1.3729521,0.92642844,9.566472
6.594,0,Acceleration,-1.3724498,0.92588073,9.567152
6.614,0,Acceleration,-1.3712317,0.9250308,9.566339
6.634,0,Acceleration,-1.3706851,0.9245074,9.566008
6.655,0,Acceleration,-1.3698413,0.9239986,9.564981
6.675,0,Acceleration,-1.3690531,0.92362297,9.562745
6.695,0,Acceleration,-1.3685085,0.92315465,9.562016
6.715,0,Acceleration,-1.367263,0.9226549,9.560302
6.736,0,Acceleration,-1.3666909,0.92293847,9.561244
6.756,0,Acceleration,-1.3661191,0.9232501,9.560031
6.776,0,Acceleration,-1.3656203,0.9234685,9.558977
6.797,0,Acceleration,-1.3648368,0.9237381,9.557883
