TimeStamp,TimeElapsed,Category,Acc-X,Acc-Y,Acc-Z
0.004,0,Acceleration,-1.337135,-0.07388362,9.559051
0.024,0,Acceleration,-1.3377372,-0.073409,9.559721
0.044,0,Acceleration,-1.3379753,-0.07365614,9.560169
0.065,0,Acceleration,-1.3380802,-0.07326958
0.085,0,Acceleration,-1.3381759,-0.07364398,9.560053
0.105,0,Acceleration,-1.3387419,-0.07397929,9.561051
0.125,0,Acceleration,-1.3385162,-0.074432634,9.560876
0.146,0,Acceleration,-1.3378885,-0.07515,9.55939
0.166,0,Acceleration,-1.3387465,-0.07444342,9.560908
0.186,0,Acceleration,-1.339615,-0.075244874,9.559942
0.206,0,Acceleration,-1.3401295,-0.07541623,9.55849
0.227,0,Acceleration,-1.340301,-0.075242005,9.557977
0.247,0,Acceleration,-1.3410195,-0.07365833,9.557027
0.267,0,Acceleration,-1.3419281,-0.07381375,9.55745
0.287,0,Acceleration,-1.3424573,-0.07373479,9.557692
0.308,0,Acceleration,-1.3429857,-0.073341705,9.556753
0.328,0,Acceleration,-1.3444939,-0.073324926,9.556388
0.348,0,Acceleration,-1.345091,-0.07273852,9.555799
0.368,0,Acceleration,-1.3453879,-0.07263379,9.55609
0.389,0,Acceleration,-1.3460473,-0.07224294,9.554908
0.409,0,Acceleration,-1.3471112,-0.0724416,9.555369
0.429,0,Acceleration,-1.3471861,-0.071758606,9.555238
0.449,0,Acceleration,-1.3475692,-0.07130391,9.554023
0.47,0,Acceleration,-1.3476983,-0.071403064,9.552976
0.49,0,Acceleration,-1.3484759,-0.071006685,9.553689
0.51,0,Acceleration,-1.3486159,-0.07136458,9.554432
0.53,0,Acceleration,-1.3484293,-0.07074779,9.554288
0.551,0,Acceleration,-1.3482404,-0.07068715,9.556202
0.571,0,Acceleration,-1.3474252,-0.070516154,9.5552
0.591,0,Acceleration,-1.3470901,-0.069920465,9.556675
0.611,0,Acceleration,-1.3453926,-0.071022466,9.557432
0.632,0,Acceleration,-1.344999,-0.07167744,9.557336
0.652,0,Acceleration,-1.3443561
0.672,0,Acceleration,-1.3438318,-0.07212639,9.558701
0.692,0,Acceleration,-1.3423642,-0.07312314,9.557425
0.713,0,Acceleration,-1.342491,-0.07331184,9.558189
0.733,0,Acceleration,-1.34141,-0.07417743,9.557941
0.753,0,Acceleration,-1.340811,-0.074633695,9.557622
0.774,0,Acceleration,-1.341078,-0.07447096,9.558954
0.794,0,Acceleration,-1.340887,-0.07459315,9.558512
0.814,0,Acceleration,-1.3409282,-0.0744973,9.558197
0.834,0,Acceleration,-1.3408823,-0.07486662,9.557658
0.855,0,Acceleration,-1.3411782,-0.07499419,9.557429
0.875,0,Acceleration,-1.3416752,-0.07471011,9.558767
0.895,0,Acceleration,-1.3422521,-0.0743166,9.558471
0.916,0,Acceleration,-1.342319,-0.074547976,9.557552
0.936,0,Acceleration,-1.3422133,-0.074859664,9.557951
0.956,0,Acceleration,-1.3423419,-0.074789405,9.557855
0.976,0,Acceleration,-1.3425411,-0.07438558,9.558228
0.997,0,Acceleration,-1.3423957,-0.07461398,9.558359
1.017,0,Acceleration,-1.3421353,-0.074608766,9.558096
1.037,0,Acceleration,-1.3425617,-0.07357863,9.557368
1.058,0,Acceleration,-1.3430204,-0.07301854,9.556705
1.078,0,Acceleration,-1.3431582,-0.07291425,9.557622
1.098,0,Acceleration,-1.3435518,-0.073015355,9.558792
1.118,0,Acceleration,-1.3437499,-0.07302972,9.558531
1.139,0,Acceleration,-1.3441061,-0.07320815,9.560213
1.159,0,Acceleration,-1.3443221,-0.07315986,9.558572
1.179,0,Acceleration,-1.3447828,-0.07292114,9.558961
1.199,0,Acceleration,-1.3451027,-0.072749846,9.559489
1.22,0,Acceleration,-1.3448763,-0.07290218,9.559523
1.24,0,Acceleration,-1.3445492,-0.072442606,9.559121
