TimeStamp,TimeElapsed,Category,Acc-X,Acc-Y,Acc-Z
0.004,0,Acceleration,-1.845803,0.022786357,9.479782
0.024,0,Acceleration,-1.8458145,0.022988055,9.478802
0.045,0,Acceleration,-1.8453442,0.023121938,9.48018
0.065,0,Acceleration,-1.845762,0.022910198,9.479568
0.085,0,Acceleration,-1.8449818,0.022888068,9.478489
0.105,0,Acceleration,-1.8449645,0.022784244,9.477331
0.127,0,Acceleration,-1.8448522,0.022651346,9.476709
0.147,0,Acceleration,-1.8455914,0.022516297,9.4754305
0.167,0,Acceleration,-1.8450465,0.02229581,9.474293
0.189,0,Acceleration,-1.8447872,0.022113262,9.472743
0.209,0,Acceleration,-1.8444116,0.021881461,9.471816
0.229,0,Acceleration,-1.8442814,0.022332357,9.471286
0.25,0,Acceleration,-1.8443584,0.021809293,9.469945
0.27,0,Acceleration,-1.8445553,0.02218745,9.468747
0.29,0,Acceleration,-1.8449929,0.022209445,9.467636
0.31,0,Acceleration,-1.8453425,0.022386963,9.466968
0.331,0,Acceleration,-1.8464776,0.022224938,9.467014
0.351,0,Acceleration,-1.8466607,0.021965666,9.467361
0.371,0,Acceleration,-1.8477159,0.02155537,9.467074
0.391,0,Acceleration,-1.8475708,0.021727506,9.466803
0.412,0,Acceleration,-1.8483726,0.021670049,9.467462
0.432,0,Acceleration,-1.8481721,0.021469714,9.467305
0.452,0,Acceleration,-1.8484927,0.021477552,9.468062
0.472,0,Acceleration,-1.8488264,0.021659441,9.466993
0.492,0,Acceleration,-1.8501213,0.021874247,9.467373
0.513,0,Acceleration,-1.8498545,0.02160071,9.468624
0.533,0,Acceleration,-1.8501147,0.021378942,9.468886
0.553,0,Acceleration,-1.8502619,0.021121424,9.468115
0.573,0,Acceleration,-1.8511099,0.021203762,9.468566
0.594,0,Acceleration,-1.8501583,0.021322511,9.470357
0.614,0,Acceleration,-1.849659,0.021217544,9.472141
0.634,0,Acceleration,-1.8501216,0.0210545,9.4723215
0.654,0,Acceleration,-1.8501095,0.021528864,9.472751
0.675,0,Acceleration,-1.8504004,0.021415252,9.472284
0.695,0,Acceleration,-1.8502358,0.021444976,9.472025
0.715,0,Acceleration,-1.8503118,0.021149538,9.472222
0.736,0,Acceleration,-1.850122,0.021642497,9.47338
0.756,0,Acceleration,-1.8495609,0.021996088,9.473123
0.776,0,Acceleration,-1.8497742,0.02297945,9.473002
0.796,0,Acceleration,-1.8489952,0.023407701,9.472856
0.817,0,Acceleration,-1.8483151,0.024666384,9.472503
0.837,0,Acceleration,-1.8478473,0.025528537,9.472542
0.857,0,Acceleration,-1.8482304,0.026167527,9.473023
0.877,0,Acceleration,-1.8482307,0.026473144,9.472793
0.898,0,Acceleration,-1.848456,0.026439302,9.473017
0.918,0,Acceleration,-1.8477975,0.026095387,9.472915
0.938,0,Acceleration,-1.8479683,0.02559553,9.473245
0.959,0,Acceleration,-1.8472315,0.025140967,9.472877
0.979,0,Acceleration,-1.8479164,0.025104737,9.473431
0.999,0,Acceleration,-1.8470337,0.026806323,9.472287
1.019,0,Acceleration,-1.8474346,0.028377756,9.472299
1.04,0,Acceleration,-1.8469008,0.029526282,9.471516
1.06,0,Acceleration,-1.8471236,0.030978415,9.471172
1.08,0,Acceleration,-1.847042,0.031802494,9.470097
1.101,0,Acceleration,-1.8477386,0.03249307,9.469203
1.121,0,Acceleration,-1.8477366,0.03267978,9.4688
1.141,0,Acceleration,-1.8486328,0.033275798,9.469813
1.161,0,Acceleration,-1.8481404,0.03426734,9.470003
1.182,0,Acceleration,-1.8500413,0.035336364,9.469757
1.202,0,Acceleration,-1.8503783,0.037192903,9.470639
1.222,0,Acceleration,-1.8512998,0.039233416,9.4707
1.242,0,Acceleration,-1.8511986,0.042337716,9.471319
1.263,0,Acceleration,-1.8528847,0.04654439,9.47121
1.283,0,Acceleration,-1.8530226,0.052311607,9.471759
1.303,0,Acceleration,-1.8538632,0.058812927,9.4720125
1.324,0,Acceleration,-1.852233,0.06915584,9.471243
1.344,0,Acceleration,-1.8527061,0.08095057,9.470536
1.364,0,Acceleration,-1.8520504,0.09574953,9.467939
1.385,0,Acceleration,-1.8529648,0.10917767,9.466982
1.405,0,Acceleration,-1.8519741,0.12194237,9.465553
1.425,0,Acceleration,-1.8521568,0.13376252,9.465353
1.445,0,Acceleration,-1.8516512,0.1417588,9.466083
1.466,0,Acceleration,-1.8518775,0.15301856,9.465178
1.486,0,Acceleration,-1.8504211,0.16302952,9.464621
1.506,0,Acceleration,-1.8506116,0.17334557,9.464668
1.526,0,Acceleration,-1.8495513,0.1833034,9.464226
1.547,0,Acceleration,-1.8504761,0.19192576,9.466449
1.567,0,Acceleration,-1.8492548,0.20288199,9.467222
1.587,0,Acceleration,-1.8498901,0.21163805,9.469995
1.608,0,Acceleration,-1.8490164,0.2188823,9.472218
1.628,0,Acceleration,-1.8497174,0.22751518,9.474689
1.648,0,Acceleration,-1.8484559,0.23492014,9.475628
1.669,0,Acceleration,-1.8490552,0.24810345,9.474604
1.689,0,Acceleration,-1.8481742,0.26105848,9.474564
1.709,0,Acceleration,-1.8493416,0.27569804,9.474455
1.729,0,Acceleration,-1.8481693,0.2902114,9.473431
1.75,0,Acceleration,-1.8478916,0.3006325,9.471592
1.77,0,Acceleration,-1.8467835,0.3166143,9.472432
1.79,0,Acceleration,-1.8472822,0.33039436,9.473655
1.811,0,Acceleration,-1.8462276,0.3460239,9.473501
1.831,0,Acceleration,-1.8476032,0.36232793,9.471827
1.851,0,Acceleration,-1.8467486,0.37930545,9.471052
1.871,0,Acceleration,-1.8479671,0.3957371,9.469607
1.892,0,Acceleration,-1.8478379,0.41023126,9.468417
1.912,0,Acceleration,-1.8486995,0.42151654,9.468381
1.932,0,Acceleration,-1.8475891,0.43080398,9.468417
1.953,0,Acceleration,-1.8490374,0.4389759,9.4683895
1.973,0,Acceleration,-1.8489224,0.4476952,9.469132
1.993,0,Acceleration,-1.8500378,0.45384324,9.468067
2.013,0,Acceleration,-1.8492672,0.45866388,9.467215
2.034,0,Acceleration,-1.8506685,0.46171618,9.466729
2.054,0,Acceleration,-1.8501755,0.46346533,9.467612
2.074,0,Acceleration,-1.8515182,0.46417457,9.467891
2.094,0,Acceleration,-1.8508978,0.46551517,9.46836
2.115,0,Acceleration,-1.8520284,0.46849927,9.469019
2.135,0,Acceleration,-1.851077,0.4729989,9.469196
2.155,0,Acceleration,-1.8521526,0.47875062,9.470817
2.175,0,Acceleration,-1.8512678,0.48489913,9.472075
2.196,0,Acceleration,-1.8526891,0.49126256,9.472511
2.216,0,Acceleration,-1.852069,0.49805456,9.472875
2.236,0,Acceleration,-1.8529962,0.50670874,9.474086
2.257,0,Acceleration,-1.8528267,0.51540935,9.474809
2.277,0,Acceleration,-1.8541601,0.5253684,9.474028
2.297,0,Acceleration,-1.8533587,0.5348192,9.472642
2.317,0,Acceleration,-1.8541911,0.5476215,9.473928
2.338,0,Acceleration,-1.8542172,0.5590221,9.473762
2.358,0,Acceleration,-1.8544875,0.57070804,9.473653
2.378,0,Acceleration,-1.8541362,0.5822162,9.471958
2.399,0,Acceleration,-1.8543068,0.59294087,9.472079
2.419,0,Acceleration,-1.8534966,0.6060964,9.473025
2.439,0,Acceleration,-1.8541499,0.61972314,9.47425
2.459,0,Acceleration,-1.8536162,0.6314763,9.473868
2.48,0,Acceleration,-1.8547531,0.6432467,9.473566
2.5,0,Acceleration,-1.8547822,0.65209025,9.472358
2.52,0,Acceleration,-1.8552753,0.6663417,9.472669
2.54,0,Acceleration,-1.8543653,0.6768332,9.472779
2.561,0,Acceleration,-1.8552489,0.686125,9.47081
2.581,0,Acceleration,-1.8546015,0.6979112,9.47097
2.601,0,Acceleration,-1.855303,0.7084622,9.470301
2.622,0,Acceleration,-1.8554547,0.7188949,9.469326
2.642,0,Acceleration,-1.856438,0.72974265,9.468817
2.662,0,Acceleration,-1.8568482,0.739343,9.464422
2.682,0,Acceleration,-1.8585033,0.74845165,9.469412
2.703,0,Acceleration,-1.8555318,0.7579451,9.466011
2.723,0,Acceleration,-1.8572102,0.7670994,9.465164
2.743,0,Acceleration,-1.8572025,0.7776184,9.466746
2.763,0,Acceleration,-1.8578532,0.7874193,9.469633
2.784,0,Acceleration,-1.8569586,0.798623,9.46892
2.804,0,Acceleration,-1.8584952,0.81049687,9.467458
2.824,0,Acceleration,-1.8594354,0.82260615,9.469908
2.845,0,Acceleration,-1.8599313,0.8335435,9.468053
2.865,0,Acceleration,-1.8617214,0.8436063,9.468081
2.885,0,Acceleration,-1.8619565,0.855243,9.466724
2.905,0,Acceleration,-1.8618809,0.86611116,9.469212
2.926,0,Acceleration,-1.8627731,0.87618005,9.465937
2.946,0,Acceleration,-1.863917,0.88667446,9.466577
2.966,0,Acceleration,-1.8640289,0.89511186,9.467589
2.986,0,Acceleration,-1.864047,0.90458155,9.466707
3.007,0,Acceleration,-1.8646336,0.9121438,9.466101
3.027,0,Acceleration,-1.8644186,0.91843235,9.465775
3.047,0,Acceleration,-1.8638626,0.9243547,9.465424
3.067,0,Acceleration,-1.863975,0.9289698,9.467462
3.088,0,Acceleration,-1.8635606,0.93461406,9.467541
3.108,0,Acceleration,-1.8630444,0.9395959,9.467359
3.128,0,Acceleration,-1.8620976,0.94463384,9.467423
3.149,0,Acceleration,-1.8624268,0.9492876,9.468003
3.169,0,Acceleration,-1.8606458,0.95313865,9.470428
3.189,0,Acceleration,-1.8607005,0.9561988,9.470382
3.21,0,Acceleration,-1.8594621,0.9590234,9.470769
3.23,0,Acceleration,-1.8597548,0.9620075,9.472348
3.25,0,Acceleration,-1.8582366,0.9650967,9.471196
3.27,0,Acceleration,-1.8581973,0.96844846,9.471426
3.291,0,Acceleration,-1.8565707,0.9725005,9.469967
3.311,0,Acceleration,-1.8565458,0.9759086,9.470732
3.331,0,Acceleration,-1.8549466,0.97927094,9.470584
3.351,0,Acceleration,-1.8554076,0.9827474,9.472254
3.372,0,Acceleration,-1.8541039,0.9848854,9.472309
3.392,0,Acceleration,-1.854028,0.9898976,9.471774
3.412,0,Acceleration,-1.8527493,0.9926202,9.472997
3.433,0,Acceleration,-1.8532811,0.99807805,9.471852
3.453,0,Acceleration,-1.8534374,1.0023469,9.470602
3.473,0,Acceleration,-1.8532269,1.0048492,9.47098
3.493,0,Acceleration,-1.8533823,1.0081577,9.469487
3.514,0,Acceleration,-1.8542765,1.0101796,9.470496
3.534,0,Acceleration,-1.8532536,1.011262,9.470665
3.554,0,Acceleration,-1.8547258,1.0137126,9.467472
3.575,0,Acceleration,-1.8544042,1.0152153,9.467448
3.595,0,Acceleration,-1.8553112,1.0167018,9.466182
3.615,0,Acceleration,-1.8550371,1.0178512,9.466212
3.635,0,Acceleration,-1.856091,1.0189953,9.466221
3.656,0,Acceleration,-1.8559346,1.0193466,9.465439
3.676,0,Acceleration,-1.8571646,1.0201198,9.466281
3.696,0,Acceleration,-1.8574828,1.0203624,9.467545
3.716,0,Acceleration,-1.8582246,1.0218077,9.467529
3.737,0,Acceleration,-1.8576933,1.0227479,9.467218
3.757,0,Acceleration,-1.8589128,1.0244548,9.467767
3.777,0,Acceleration,-1.8586961,1.0252385,9.468371
