TimeStamp,TimeElapsed,Category,Acc-X,Acc-Y,Acc-Z
0.005,0,Acceleration,-1.6859592,-0.0023498929,9.505562
0.025,0,Acceleration,-1.686326,-0.0025792886,9.504325
0.045,0,Acceleration,-1.686766,-0.0030074199,9.502152
0.066,0,Acceleration,-1.6869546,-0.0032225696,9.502423
0.086,0,Acceleration,-1.6866493,-0.0037420387,9.502621
0.106,0,Acceleration,-1.686415,-0.0040500634,9.502183
0.126,0,Acceleration,-1.6863933,-0.004025496,9.501985
0.147,0,Acceleration,-1.6863043,-0.004176757,9.500612
0.167,0,Acceleration,-1.6861849,-0.004156832,9.500626
0.187,0,Acceleration,-1.6859894,-0.0035915496,9.500345
0.207,0,Acceleration,-1.6860505,-0.0035476028,9.500128
0.228,0,Acceleration,-1.6861161,-0.0033652403,9.500196
0.248,0,Acceleration,-1.6861975,-0.0036011443,9.500173
0.268,0,Acceleration,-1.6860849,-0.003194857,9.500213
0.288,0,Acceleration,-1.6858891,-0.0035425606,9.49956
0.309,0,Acceleration,-1.6857693,-0.0035398058,9.498373
0.329,0,Acceleration,-1.6861224,-0.003981077,9.498402
0.349,0,Acceleration,-1.6865774,-0.0040031564,9.498931
0.369,0,Acceleration,-1.6854484,-0.0043194727,9.49705
0.39,0,Acceleration,-1.6851648,-0.004629669,9.495086
0.41,0,Acceleration,-1.6851391,-0.0049439725,9.495748
0.43,0,Acceleration,-1.684683,-0.00482767,9.495099
0.45,0,Acceleration,-1.6851931,-0.0044982503,9.495383
0.471,0,Acceleration,-1.6849039,-0.005354895,9.494444
0.491,0,Acceleration,-1.6849518,-0.005322517,9.494269
0.511,0,Acceleration,-1.6853839,-0.0057838755,9.494746
0.531,0,Acceleration,-1.6855949,-0.005314589,9.494723
0.552,0,Acceleration,-1.6864026,-0.005280052,9.49639
0.572,0,Acceleration,-1.6864215,-0.005046206,9.4958105
0.592,0,Acceleration,-1.6875318,-0.0048404946,9.495938
0.612,0,Acceleration,-1.6879715,-0.0046665696,9.496411
0.633,0,Acceleration,-1.6880139,-0.0045250175,9.4962
0.653,0,Acceleration,-1.6877049,-0.0042933067,9.497788
0.673,0,Acceleration,-1.6884464,-0.0052201846,9.498271
0.694,0,Acceleration,-1.6887755,-0.0052700033,9.499732
0.714,0,Acceleration,-1.6888705,-0.005428251,9.501712
0.734,0,Acceleration,-1.6892978,-0.0054367217,9.501198
0.754,0,Acceleration,-1.6894349,-0.0050818655,9.501677
