TimeStamp,TimeElapsed,Category,Acc-X,Acc-Y,Acc-Z
0.003,0,Acceleration,1.4682631,0.039844494,9.551938
0.023,0,Acceleration,1.7378275,0.02806195,9.527528
0.044,0,Acceleration,1.738099,0.028065642,9.525903
0.064,0,Acceleration,1.7385952,0.028071212,9.52635
0.084,0,Acceleration,1.7382902,0.02771038,9.525893
0.104,0,Acceleration,1.7386417,0.027783947,9.524935
0.125,0,Acceleration,1.738625,0.027568085,9.5228
0.145,0,Acceleration,1.7387768,0.027140899,9.525537
0.165,0,Acceleration,1.7390553,0.026984457,9.522619
0.185,0,Acceleration,1.7385403,0.026797472,9.524385
0.205,0,Acceleration,1.7385001,0.02672391,9.523666
0.226,0,Acceleration,1.7387664,0.02661074,9.523781
0.247,0,Acceleration,1.7386674,0.026480852,9.523189
0.267,0,Acceleration,1.738397,0.026499053,9.524633
0.287,0,Acceleration,1.7381059,0.026346337,9.524246
0.307,0,Acceleration,1.7382305,0.026086085,9.524458
0.328,0,Acceleration,1.7375522,0.026513174,9.522963
0.348,0,Acceleration,1.7379798,0.026343184,9.523347
0.368,0,Acceleration,1.7368952,0.026103847,9.522552
0.388,0,Acceleration,1.7374259,0.026127927,9.523369
0.408,0,Acceleration,1.7369142,0.026238367,9.522616
0.429,0,Acceleration,1.7368367,0.026283985,9.520131
0.449,0,Acceleration,1.7367396,0.026286561,9.519699
0.469,0,Acceleration,1.7373964,0.026072944,9.51999
0.489,0,Acceleration,1.7368909,0.026268749,9.518728
0.51,0,Acceleration,1.7373276,0.025970664,9.518635
0.53,0,Acceleration,1.736618,0.026003486,9.51541
0.55,0,Acceleration,1.7375656,0.026137268,9.515531
0.57,0,Acceleration,1.7372438,0.026335914,9.516373
0.591,0,Acceleration,1.7375422,0.025916332,9.518569
0.611,0,Acceleration,1.737374,0.026020426,9.517111
0.631,0,Acceleration,1.7378445,0.025987059,9.517358
0.651,0,Acceleration,1.7373606,0.025829019,9.517013
0.672,0,Acceleration,1.7377914,0.025800228,9.51776
0.692,0,Acceleration,1.7371389,0.025343835,9.518322
0.712,0,Acceleration,1.7382317,0.025370674,9.518309
0.732,0,Acceleration,1.7378827,0.02542538,9.518926
0.753,0,Acceleration,1.738076,0.025651239,9.5187435
0.773,0,Acceleration,1.7375863,0.025607856,9.519021
0.793,0,Acceleration,1.7374012,0.02561336,9.519787
0.814,0,Acceleration,1.7380215,0.026070721,9.521325
0.834,0,Acceleration,1.7384963,0.026294295,9.522234
0.854,0,Acceleration,1.7388246,0.026505718,9.522199
0.874,0,Acceleration,1.7389446,0.02639989,9.523347
0.895,0,Acceleration,1.7382206,0.026532724,9.51926
0.915,0,Acceleration,1.7393495,0.02628784,9.523903
0.935,0,Acceleration,1.7389623,0.026512621,9.522232
0.956,0,Acceleration,1.7390348,0.02626342,9.523078
0.976,0,Acceleration,1.7388107,0.026152723,9.523625
0.996,0,Acceleration,1.7388989,0.026580576,9.518242
1.016,0,Acceleration,1.7393737,0.026259048,9.5237875
1.037,0,Acceleration,1.7395744,0.026216025,9.522651
1.057,0,Acceleration,1.7387842,0.026301906,9.5219345
1.077,0,Acceleration,1.7388784,0.025924644,9.5207405
1.097,0,Acceleration,1.738416,0.025935788,9.518936
1.118,0,Acceleration,1.7387251,0.025511224,9.518113
1.138,0,Acceleration,1.7387042,0.025861925,9.518945
1.158,0,Acceleration,1.7386619,0.026034908,9.515427
1.179,0,Acceleration,1.7379829,0.025981832,9.516446
1.199,0,Acceleration,1.737986,0.02610828,9.514397
1.219,0,Acceleration,1.7378776,0.026053075,9.514144
1.239,0,Acceleration,1.7383232,0.026026761,9.513116
